#nanoseconds	topic	value
0	GLD/house11_l107_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house11_l107_tm_auxiliary_heat_capacity	+10000 Btu/h
0	GLD/house11_l107_tm_design_cooling_capacity	+18000 Btu/h
0	GLD/house11_l107_tm_design_heating_capacity	+10000 Btu/h
0	GLD/house11_l107_tm_mass_heat_capacity	+4584.95 Btu/degF
0	GLD/house11_l107_tm_air_heat_capacity	+772.217 Btu/degF
0	GLD/house11_l107_tm_auxiliary_system_type	0
0	GLD/house11_l107_tm_cooling_system_type	HEAT_PUMP
0	GLD/house11_l107_tm_heating_system_type	GAS
0	GLD/house11_l107_tm_UA	+240.18 Btu/degF*h
0	GLD/house11_l107_tm_mass_heat_coeff	+7433.21 Btu/degF*h
0	GLD/house10_l107_tm_thermostat_mode	AUTO
0	GLD/house10_l107_tm_mass_temperature	+69.05 degF
0	GLD/house10_l107_tm_air_temperature	+69.05 degF
0	GLD/house10_l107_tm_outdoor_temperature	+74 degF
0	GLD/house10_l107_tm_Qh	+0
0	GLD/house10_l107_tm_Qm	+0
0	GLD/house10_l107_tm_Qa	+0
0	GLD/house10_l107_tm_Qi	+0
0	GLD/house10_l107_tm_hvac_load	+0 kW
0	GLD/house10_l107_tm_cooling_demand	+2.11867 kW
0	GLD/house10_l107_tm_solar_heatgain_factor	+35.3332
0	GLD/house10_l107_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house10_l107_tm_thermostat_deadband	+2 degF
0	GLD/house10_l107_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house10_l107_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house10_l107_tm_auxiliary_heat_capacity	+10000 Btu/h
0	GLD/house10_l107_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house10_l107_tm_design_heating_capacity	+10000 Btu/h
0	GLD/house10_l107_tm_mass_heat_capacity	+5263.41 Btu/degF
0	GLD/house10_l107_tm_air_heat_capacity	+905.686 Btu/degF
0	GLD/house10_l107_tm_auxiliary_system_type	0
0	GLD/house10_l107_tm_cooling_system_type	HEAT_PUMP
0	GLD/house10_l107_tm_heating_system_type	GAS
0	GLD/house10_l107_tm_UA	+259.415 Btu/degF*h
0	GLD/house10_l107_tm_mass_heat_coeff	+10596.5 Btu/degF*h
0	GLD/house9_l107_tm_thermostat_mode	AUTO
0	GLD/house9_l107_tm_mass_temperature	+68.19 degF
0	GLD/house9_l107_tm_air_temperature	+68.19 degF
0	GLD/house9_l107_tm_outdoor_temperature	+74 degF
0	GLD/house9_l107_tm_Qh	+0
0	GLD/house9_l107_tm_Qm	+0
0	GLD/house9_l107_tm_Qa	+0
0	GLD/house9_l107_tm_Qi	+0
0	GLD/house9_l107_tm_hvac_load	+0 kW
0	GLD/house9_l107_tm_cooling_demand	+2.64039 kW
0	GLD/house9_l107_tm_solar_heatgain_factor	+27.9157
0	GLD/house9_l107_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house9_l107_tm_thermostat_deadband	+2 degF
0	GLD/house9_l107_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house9_l107_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house9_l107_tm_auxiliary_heat_capacity	+20000 Btu/h
0	GLD/house9_l107_tm_design_cooling_capacity	+30000 Btu/h
0	GLD/house9_l107_tm_design_heating_capacity	+20000 Btu/h
0	GLD/house9_l107_tm_mass_heat_capacity	+7588.54 Btu/degF
0	GLD/house9_l107_tm_air_heat_capacity	+1130.68 Btu/degF
0	GLD/house9_l107_tm_auxiliary_system_type	0
0	GLD/house9_l107_tm_cooling_system_type	HEAT_PUMP
0	GLD/house9_l107_tm_heating_system_type	GAS
0	GLD/house9_l107_tm_UA	+324.318 Btu/degF*h
0	GLD/house9_l107_tm_mass_heat_coeff	+9619.54 Btu/degF*h
0	GLD/house8_l107_tm_thermostat_mode	AUTO
0	GLD/house8_l107_tm_mass_temperature	+71.09 degF
0	GLD/house8_l107_tm_air_temperature	+71.09 degF
0	GLD/house8_l107_tm_outdoor_temperature	+74 degF
0	GLD/house8_l107_tm_Qh	+0
0	GLD/house8_l107_tm_Qm	+0
0	GLD/house8_l107_tm_Qa	+0
0	GLD/house8_l107_tm_Qi	+0
0	GLD/house8_l107_tm_hvac_load	+0 kW
0	GLD/house8_l107_tm_cooling_demand	+2.60905 kW
0	GLD/house8_l107_tm_solar_heatgain_factor	+36.4707
0	GLD/house8_l107_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house8_l107_tm_thermostat_deadband	+2 degF
0	GLD/house8_l107_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house8_l107_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house8_l107_tm_auxiliary_heat_capacity	+20000 Btu/h
0	GLD/house8_l107_tm_design_cooling_capacity	+30000 Btu/h
0	GLD/house8_l107_tm_design_heating_capacity	+20000 Btu/h
0	GLD/house8_l107_tm_mass_heat_capacity	+7938.42 Btu/degF
0	GLD/house8_l107_tm_air_heat_capacity	+1085.55 Btu/degF
0	GLD/house8_l107_tm_auxiliary_system_type	0
0	GLD/house8_l107_tm_cooling_system_type	HEAT_PUMP
0	GLD/house8_l107_tm_heating_system_type	GAS
0	GLD/house8_l107_tm_UA	+310.546 Btu/degF*h
0	GLD/house8_l107_tm_mass_heat_coeff	+11818.5 Btu/degF*h
0	GLD/house7_l107_tm_thermostat_mode	AUTO
0	GLD/house7_l107_tm_mass_temperature	+71.53 degF
0	GLD/house7_l107_tm_air_temperature	+71.53 degF
0	GLD/house7_l107_tm_outdoor_temperature	+74 degF
0	GLD/house7_l107_tm_Qh	+0
0	GLD/house7_l107_tm_Qm	+0
0	GLD/house7_l107_tm_Qa	+0
0	GLD/house7_l107_tm_Qi	+0
0	GLD/house7_l107_tm_hvac_load	+0 kW
0	GLD/house7_l107_tm_cooling_demand	+1.98141 kW
0	GLD/house7_l107_tm_solar_heatgain_factor	+22.3133
0	GLD/house7_l107_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house7_l107_tm_thermostat_deadband	+2 degF
0	GLD/house7_l107_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house7_l107_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house7_l107_tm_auxiliary_heat_capacity	+10000 Btu/h
0	GLD/house7_l107_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house7_l107_tm_design_heating_capacity	+10000 Btu/h
0	GLD/house7_l107_tm_mass_heat_capacity	+6244.1 Btu/degF
0	GLD/house7_l107_tm_air_heat_capacity	+812.681 Btu/degF
0	GLD/house7_l107_tm_auxiliary_system_type	0
0	GLD/house7_l107_tm_cooling_system_type	HEAT_PUMP
0	GLD/house7_l107_tm_heating_system_type	GAS
0	GLD/house7_l107_tm_UA	+264.273 Btu/degF*h
0	GLD/house7_l107_tm_mass_heat_coeff	+7698.3 Btu/degF*h
0	GLD/house6_l107_tm_thermostat_mode	AUTO
0	GLD/house6_l107_tm_mass_temperature	+68.39 degF
0	GLD/house6_l107_tm_air_temperature	+68.39 degF
0	GLD/house6_l107_tm_outdoor_temperature	+74 degF
0	GLD/house6_l107_tm_Qh	+0
0	GLD/house6_l107_tm_Qm	+0
0	GLD/house6_l107_tm_Qa	+0
0	GLD/house6_l107_tm_Qi	+0
0	GLD/house6_l107_tm_hvac_load	+0 kW
0	GLD/house6_l107_tm_cooling_demand	+2.10599 kW
0	GLD/house6_l107_tm_solar_heatgain_factor	+32.5655
0	GLD/house6_l107_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house6_l107_tm_thermostat_deadband	+2 degF
0	GLD/house6_l107_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house6_l107_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house6_l107_tm_auxiliary_heat_capacity	+10000 Btu/h
0	GLD/house6_l107_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house6_l107_tm_design_heating_capacity	+10000 Btu/h
0	GLD/house6_l107_tm_mass_heat_capacity	+3609.25 Btu/degF
0	GLD/house6_l107_tm_air_heat_capacity	+769.357 Btu/degF
0	GLD/house6_l107_tm_auxiliary_system_type	0
0	GLD/house6_l107_tm_cooling_system_type	HEAT_PUMP
0	GLD/house6_l107_tm_heating_system_type	GAS
0	GLD/house6_l107_tm_UA	+258.476 Btu/degF*h
0	GLD/house6_l107_tm_mass_heat_coeff	+9557.28 Btu/degF*h
0	GLD/house5_l107_tm_thermostat_mode	AUTO
0	GLD/house5_l107_tm_mass_temperature	+68.8 degF
0	GLD/house5_l107_tm_air_temperature	+68.8 degF
0	GLD/house5_l107_tm_outdoor_temperature	+74 degF
0	GLD/house5_l107_tm_Qh	+0
0	GLD/house5_l107_tm_Qm	+0
0	GLD/house5_l107_tm_Qa	+0
0	GLD/house5_l107_tm_Qi	+0
0	GLD/house5_l107_tm_hvac_load	+0 kW
0	GLD/house5_l107_tm_cooling_demand	+1.78076 kW
0	GLD/house5_l107_tm_solar_heatgain_factor	+26.0024
0	GLD/house5_l107_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house5_l107_tm_thermostat_deadband	+2 degF
0	GLD/house5_l107_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house5_l107_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house5_l107_tm_auxiliary_heat_capacity	+20000 Btu/h
0	GLD/house5_l107_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house5_l107_tm_design_heating_capacity	+20000 Btu/h
0	GLD/house5_l107_tm_mass_heat_capacity	+6590.16 Btu/degF
0	GLD/house5_l107_tm_air_heat_capacity	+981.001 Btu/degF
0	GLD/house5_l107_tm_auxiliary_system_type	0
0	GLD/house5_l107_tm_cooling_system_type	HEAT_PUMP
0	GLD/house5_l107_tm_heating_system_type	GAS
0	GLD/house5_l107_tm_UA	+312.792 Btu/degF*h
0	GLD/house5_l107_tm_mass_heat_coeff	+8731.35 Btu/degF*h
0	GLD/house4_l107_tm_thermostat_mode	AUTO
0	GLD/house4_l107_tm_mass_temperature	+68.1 degF
0	GLD/house4_l107_tm_air_temperature	+68.1 degF
0	GLD/house4_l107_tm_outdoor_temperature	+74 degF
0	GLD/house4_l107_tm_Qh	+0
0	GLD/house4_l107_tm_Qm	+0
0	GLD/house4_l107_tm_Qa	+0
0	GLD/house4_l107_tm_Qi	+0
0	GLD/house4_l107_tm_hvac_load	+0 kW
0	GLD/house4_l107_tm_cooling_demand	+1.95389 kW
0	GLD/house4_l107_tm_solar_heatgain_factor	+25.3879
0	GLD/house4_l107_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house4_l107_tm_thermostat_deadband	+2 degF
0	GLD/house4_l107_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house4_l107_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house4_l107_tm_auxiliary_heat_capacity	+20000 Btu/h
0	GLD/house4_l107_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house4_l107_tm_design_heating_capacity	+20000 Btu/h
0	GLD/house4_l107_tm_mass_heat_capacity	+9071.7 Btu/degF
0	GLD/house4_l107_tm_air_heat_capacity	+1052.08 Btu/degF
0	GLD/house4_l107_tm_auxiliary_system_type	0
0	GLD/house4_l107_tm_cooling_system_type	HEAT_PUMP
0	GLD/house4_l107_tm_heating_system_type	GAS
0	GLD/house4_l107_tm_UA	+341.953 Btu/degF*h
0	GLD/house4_l107_tm_mass_heat_coeff	+9213.82 Btu/degF*h
0	GLD/house2_l107_tm_thermostat_mode	AUTO
0	GLD/house2_l107_tm_mass_temperature	+70.97 degF
0	GLD/house2_l107_tm_air_temperature	+70.97 degF
0	GLD/house2_l107_tm_outdoor_temperature	+74 degF
0	GLD/house2_l107_tm_Qh	+0
0	GLD/house2_l107_tm_Qm	+0
0	GLD/house2_l107_tm_Qa	+0
0	GLD/house2_l107_tm_Qi	+0
0	GLD/house2_l107_tm_hvac_load	+0 kW
0	GLD/house2_l107_tm_cooling_demand	+1.80823 kW
0	GLD/house2_l107_tm_solar_heatgain_factor	+23.6676
0	GLD/house2_l107_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house2_l107_tm_thermostat_deadband	+2 degF
0	GLD/house2_l107_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house2_l107_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house2_l107_tm_auxiliary_heat_capacity	+20000 Btu/h
0	GLD/house2_l107_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house2_l107_tm_design_heating_capacity	+20000 Btu/h
0	GLD/house2_l107_tm_mass_heat_capacity	+5517.75 Btu/degF
0	GLD/house2_l107_tm_air_heat_capacity	+812.734 Btu/degF
0	GLD/house2_l107_tm_auxiliary_system_type	0
0	GLD/house2_l107_tm_cooling_system_type	HEAT_PUMP
0	GLD/house2_l107_tm_heating_system_type	GAS
0	GLD/house2_l107_tm_UA	+274.401 Btu/degF*h
0	GLD/house2_l107_tm_mass_heat_coeff	+7691.52 Btu/degF*h
0	GLD/house1_l107_tm_thermostat_mode	AUTO
0	GLD/house1_l107_tm_mass_temperature	+70.65 degF
0	GLD/house1_l107_tm_air_temperature	+70.65 degF
0	GLD/house1_l107_tm_outdoor_temperature	+74 degF
0	GLD/house1_l107_tm_Qh	+0
0	GLD/house1_l107_tm_Qm	+0
0	GLD/house1_l107_tm_Qa	+0
0	GLD/house1_l107_tm_Qi	+0
0	GLD/house1_l107_tm_hvac_load	+0 kW
0	GLD/house1_l107_tm_cooling_demand	+2.23302 kW
0	GLD/house1_l107_tm_solar_heatgain_factor	+22.4929
0	GLD/house1_l107_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house1_l107_tm_thermostat_deadband	+2 degF
0	GLD/house1_l107_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house1_l107_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house1_l107_tm_auxiliary_heat_capacity	+20000 Btu/h
0	GLD/house1_l107_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house1_l107_tm_design_heating_capacity	+20000 Btu/h
0	GLD/house1_l107_tm_mass_heat_capacity	+5742.78 Btu/degF
0	GLD/house1_l107_tm_air_heat_capacity	+825.816 Btu/degF
0	GLD/house1_l107_tm_auxiliary_system_type	0
0	GLD/house1_l107_tm_cooling_system_type	HEAT_PUMP
0	GLD/house1_l107_tm_heating_system_type	GAS
0	GLD/house1_l107_tm_UA	+293.113 Btu/degF*h
0	GLD/house1_l107_tm_mass_heat_coeff	+7783.9 Btu/degF*h
0	GLD/house0_l107_tm_thermostat_mode	AUTO
0	GLD/house0_l107_tm_mass_temperature	+71.3 degF
0	GLD/house0_l107_tm_air_temperature	+71.3 degF
0	GLD/house0_l107_tm_outdoor_temperature	+74 degF
0	GLD/house0_l107_tm_Qh	+0
0	GLD/house0_l107_tm_Qm	+0
0	GLD/house0_l107_tm_Qa	+0
0	GLD/house0_l107_tm_Qi	+0
0	GLD/house0_l107_tm_hvac_load	+0 kW
0	GLD/house0_l107_tm_cooling_demand	+1.79898 kW
0	GLD/house0_l107_tm_solar_heatgain_factor	+23.971
0	GLD/house0_l107_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house0_l107_tm_thermostat_deadband	+2 degF
0	GLD/house0_l107_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house0_l107_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house0_l107_tm_auxiliary_heat_capacity	+10000 Btu/h
0	GLD/house0_l107_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house0_l107_tm_design_heating_capacity	+10000 Btu/h
0	GLD/house0_l107_tm_mass_heat_capacity	+4091.29 Btu/degF
0	GLD/house0_l107_tm_air_heat_capacity	+833.708 Btu/degF
0	GLD/house0_l107_tm_auxiliary_system_type	0
0	GLD/house0_l107_tm_cooling_system_type	HEAT_PUMP
0	GLD/house0_l107_tm_heating_system_type	GAS
0	GLD/house0_l107_tm_UA	+273.591 Btu/degF*h
0	GLD/house0_l107_tm_mass_heat_coeff	+7823.92 Btu/degF*h
0	GLD/house14_l106_tm_thermostat_mode	AUTO
0	GLD/house14_l106_tm_mass_temperature	+69.55 degF
0	GLD/house14_l106_tm_air_temperature	+69.55 degF
0	GLD/house14_l106_tm_outdoor_temperature	+74 degF
0	GLD/house14_l106_tm_Qh	+0
0	GLD/house14_l106_tm_Qm	+0
0	GLD/house14_l106_tm_Qa	+0
0	GLD/house14_l106_tm_Qi	+0
0	GLD/house14_l106_tm_hvac_load	+0 kW
0	GLD/house14_l106_tm_cooling_demand	+1.95389 kW
0	GLD/house14_l106_tm_solar_heatgain_factor	+22.7511
0	GLD/house14_l106_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house14_l106_tm_thermostat_deadband	+2 degF
0	GLD/house14_l106_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house14_l106_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house14_l106_tm_auxiliary_heat_capacity	+20000 Btu/h
0	GLD/house14_l106_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house14_l106_tm_design_heating_capacity	+24000 Btu/h
0	GLD/house14_l106_tm_mass_heat_capacity	+6754.72 Btu/degF
0	GLD/house14_l106_tm_air_heat_capacity	+844.883 Btu/degF
0	GLD/house14_l106_tm_auxiliary_system_type	ELECTRIC
0	GLD/house14_l106_tm_cooling_system_type	HEAT_PUMP
0	GLD/house14_l106_tm_heating_system_type	HEAT_PUMP
0	GLD/house14_l106_tm_UA	+295.157 Btu/degF*h
0	GLD/house14_l106_tm_mass_heat_coeff	+7907.6 Btu/degF*h
0	GLD/house13_l106_tm_thermostat_mode	AUTO
0	GLD/house13_l106_tm_mass_temperature	+68.27 degF
0	GLD/house13_l106_tm_air_temperature	+68.27 degF
0	GLD/house13_l106_tm_outdoor_temperature	+74 degF
0	GLD/house13_l106_tm_Qh	+0
0	GLD/house13_l106_tm_Qm	+0
0	GLD/house13_l106_tm_Qa	+0
0	GLD/house13_l106_tm_Qi	+0
0	GLD/house13_l106_tm_hvac_load	+0 kW
0	GLD/house13_l106_tm_cooling_demand	+1.92186 kW
0	GLD/house13_l106_tm_solar_heatgain_factor	+22.9272
0	GLD/house13_l106_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house13_l106_tm_thermostat_deadband	+2 degF
0	GLD/house13_l106_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house13_l106_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house13_l106_tm_auxiliary_heat_capacity	+20000 Btu/h
0	GLD/house13_l106_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house13_l106_tm_design_heating_capacity	+20000 Btu/h
0	GLD/house13_l106_tm_mass_heat_capacity	+5685.24 Btu/degF
0	GLD/house13_l106_tm_air_heat_capacity	+858.018 Btu/degF
0	GLD/house13_l106_tm_auxiliary_system_type	0
0	GLD/house13_l106_tm_cooling_system_type	HEAT_PUMP
0	GLD/house13_l106_tm_heating_system_type	GAS
0	GLD/house13_l106_tm_UA	+284.307 Btu/degF*h
0	GLD/house13_l106_tm_mass_heat_coeff	+7992.43 Btu/degF*h
0	GLD/house12_l106_tm_thermostat_mode	AUTO
0	GLD/house12_l106_tm_mass_temperature	+70.35 degF
0	GLD/house12_l106_tm_air_temperature	+70.35 degF
0	GLD/house12_l106_tm_outdoor_temperature	+74 degF
0	GLD/house12_l106_tm_Qh	+0
0	GLD/house12_l106_tm_Qm	+0
0	GLD/house12_l106_tm_Qa	+0
0	GLD/house12_l106_tm_Qi	+0
0	GLD/house12_l106_tm_hvac_load	+0 kW
0	GLD/house12_l106_tm_cooling_demand	+2.63248 kW
0	GLD/house12_l106_tm_solar_heatgain_factor	+38.9847
0	GLD/house12_l106_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house12_l106_tm_thermostat_deadband	+2 degF
0	GLD/house12_l106_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house12_l106_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house12_l106_tm_auxiliary_heat_capacity	+20000 Btu/h
0	GLD/house12_l106_tm_design_cooling_capacity	+30000 Btu/h
0	GLD/house12_l106_tm_design_heating_capacity	+20000 Btu/h
0	GLD/house12_l106_tm_mass_heat_capacity	+5142.3 Btu/degF
0	GLD/house12_l106_tm_air_heat_capacity	+1102.55 Btu/degF
0	GLD/house12_l106_tm_auxiliary_system_type	0
0	GLD/house12_l106_tm_cooling_system_type	HEAT_PUMP
0	GLD/house12_l106_tm_heating_system_type	GAS
0	GLD/house12_l106_tm_UA	+320.37 Btu/degF*h
0	GLD/house12_l106_tm_mass_heat_coeff	+12019.7 Btu/degF*h
0	GLD/house11_l106_tm_thermostat_mode	AUTO
0	GLD/house11_l106_tm_mass_temperature	+69.11 degF
0	GLD/house11_l106_tm_air_temperature	+69.11 degF
0	GLD/house11_l106_tm_outdoor_temperature	+74 degF
0	GLD/house11_l106_tm_Qh	+0
0	GLD/house11_l106_tm_Qm	+0
0	GLD/house11_l106_tm_Qa	+0
0	GLD/house11_l106_tm_Qi	+0
0	GLD/house11_l106_tm_hvac_load	+0 kW
0	GLD/house11_l106_tm_cooling_demand	+1.89596 kW
0	GLD/house11_l106_tm_solar_heatgain_factor	+33.5592
0	GLD/house11_l106_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house11_l106_tm_thermostat_deadband	+2 degF
0	GLD/house11_l106_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house11_l106_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house11_l106_tm_auxiliary_heat_capacity	+10000 Btu/h
0	GLD/house11_l106_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house11_l106_tm_design_heating_capacity	+10000 Btu/h
0	GLD/house11_l106_tm_mass_heat_capacity	+6102.21 Btu/degF
0	GLD/house11_l106_tm_air_heat_capacity	+817.024 Btu/degF
0	GLD/house11_l106_tm_auxiliary_system_type	0
0	GLD/house11_l106_tm_cooling_system_type	HEAT_PUMP
0	GLD/house11_l106_tm_heating_system_type	GAS
0	GLD/house11_l106_tm_UA	+238.571 Btu/degF*h
0	GLD/house11_l106_tm_mass_heat_coeff	+9926.48 Btu/degF*h
0	GLD/house10_l106_tm_thermostat_mode	AUTO
0	GLD/house10_l106_tm_mass_temperature	+71.07 degF
0	GLD/house10_l106_tm_air_temperature	+71.07 degF
0	GLD/house10_l106_tm_outdoor_temperature	+74 degF
0	GLD/house10_l106_tm_Qh	+0
0	GLD/house10_l106_tm_Qm	+0
0	GLD/house10_l106_tm_Qa	+0
0	GLD/house10_l106_tm_Qi	+0
0	GLD/house10_l106_tm_hvac_load	+0 kW
0	GLD/house10_l106_tm_cooling_demand	+2.06276 kW
0	GLD/house10_l106_tm_solar_heatgain_factor	+25.9329
0	GLD/house10_l106_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house10_l106_tm_thermostat_deadband	+2 degF
0	GLD/house10_l106_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house10_l106_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house10_l106_tm_auxiliary_heat_capacity	+20000 Btu/h
0	GLD/house10_l106_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house10_l106_tm_design_heating_capacity	+20000 Btu/h
0	GLD/house10_l106_tm_mass_heat_capacity	+5668.58 Btu/degF
0	GLD/house10_l106_tm_air_heat_capacity	+975.758 Btu/degF
0	GLD/house10_l106_tm_auxiliary_system_type	0
0	GLD/house10_l106_tm_cooling_system_type	HEAT_PUMP
0	GLD/house10_l106_tm_heating_system_type	GAS
0	GLD/house10_l106_tm_UA	+303.005 Btu/degF*h
0	GLD/house10_l106_tm_mass_heat_coeff	+8699.66 Btu/degF*h
0	GLD/house9_l106_tm_thermostat_mode	AUTO
0	GLD/house9_l106_tm_mass_temperature	+69.48 degF
0	GLD/house9_l106_tm_air_temperature	+69.48 degF
0	GLD/house9_l106_tm_outdoor_temperature	+74 degF
0	GLD/house9_l106_tm_Qh	+0
0	GLD/house9_l106_tm_Qm	+0
0	GLD/house9_l106_tm_Qa	+0
0	GLD/house9_l106_tm_Qi	+0
0	GLD/house9_l106_tm_hvac_load	+0 kW
0	GLD/house9_l106_tm_cooling_demand	+2.32145 kW
0	GLD/house9_l106_tm_solar_heatgain_factor	+25.4598
0	GLD/house9_l106_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house9_l106_tm_thermostat_deadband	+2 degF
0	GLD/house9_l106_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house9_l106_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house9_l106_tm_auxiliary_heat_capacity	+20000 Btu/h
0	GLD/house9_l106_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house9_l106_tm_design_heating_capacity	+20000 Btu/h
0	GLD/house9_l106_tm_mass_heat_capacity	+7130.85 Btu/degF
0	GLD/house9_l106_tm_air_heat_capacity	+940.484 Btu/degF
0	GLD/house9_l106_tm_auxiliary_system_type	0
0	GLD/house9_l106_tm_cooling_system_type	HEAT_PUMP
0	GLD/house9_l106_tm_heating_system_type	GAS
0	GLD/house9_l106_tm_UA	+311.394 Btu/degF*h
0	GLD/house9_l106_tm_mass_heat_coeff	+8485.36 Btu/degF*h
0	GLD/house8_l106_tm_thermostat_mode	AUTO
0	GLD/house8_l106_tm_mass_temperature	+71.08 degF
0	GLD/house8_l106_tm_air_temperature	+71.08 degF
0	GLD/house8_l106_tm_outdoor_temperature	+74 degF
0	GLD/house8_l106_tm_Qh	+0
0	GLD/house8_l106_tm_Qm	+0
0	GLD/house8_l106_tm_Qa	+0
0	GLD/house8_l106_tm_Qi	+0
0	GLD/house8_l106_tm_hvac_load	+0 kW
0	GLD/house8_l106_tm_cooling_demand	+1.92712 kW
0	GLD/house8_l106_tm_solar_heatgain_factor	+21.9674
0	GLD/house8_l106_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house8_l106_tm_thermostat_deadband	+2 degF
0	GLD/house8_l106_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house8_l106_tm_mass_internal_gain_fraction	+0.5 pu
0	GLD/house8_l106_tm_auxiliary_heat_capacity	+10000 Btu/h
0	GLD/house8_l106_tm_design_cooling_capacity	+24000 Btu/h
0	GLD/house8_l106_tm_design_heating_capacity	+10000 Btu/h
0	GLD/house8_l106_tm_mass_heat_capacity	+4126.1 Btu/degF
0	GLD/house8_l106_tm_air_heat_capacity	+787.682 Btu/degF
0	GLD/house8_l106_tm_auxiliary_system_type	0
0	GLD/house8_l106_tm_cooling_system_type	HEAT_PUMP
0	GLD/house8_l106_tm_heating_system_type	GAS
0	GLD/house8_l106_tm_UA	+259.559 Btu/degF*h
0	GLD/house8_l106_tm_mass_heat_coeff	+7534.48 Btu/degF*h
0	GLD/house7_l106_tm_thermostat_mode	AUTO
0	GLD/house7_l106_tm_mass_temperature	+70.76 degF
0	GLD/house7_l106_tm_air_temperature	+70.76 degF
0	GLD/house7_l106_tm_outdoor_temperature	+74 degF
0	GLD/house7_l106_tm_Qh	+0
0	GLD/house7_l106_tm_Qm	+0
0	GLD/house7_l106_tm_Qa	+0
0	GLD/house7_l106_tm_Qi	+0
0	GLD/house7_l106_tm_hvac_load	+0 kW
0	GLD/house7_l106_tm_cooling_demand	+1.90623 kW
0	GLD/house7_l106_tm_solar_heatgain_factor	+31.6625
0	GLD/house7_l106_tm_incident_solar_radiation	+0 Btu/h*sf
0	GLD/house7_l106_tm_thermostat_deadband	+2 degF
0	GLD/house7_l106_tm_mass_solar_gain_fraction	+0.5 pu
0	GLD/house7_l106_tm_mass_internal_gain_fraction	+0.5 pu
