#nanoseconds	topic	value
30000000000	GLD/house7_l106_tm_mass_temperature	+70.763 degF
30000000000	GLD/house7_l106_tm_air_temperature	+70.9111 degF
30000000000	GLD/house7_l106_tm_Qm	+1042.12
30000000000	GLD/house7_l106_tm_Qa	+11764.9
30000000000	GLD/house7_l106_tm_Qi	+2084.23
30000000000	GLD/house7_l106_tm_hvac_load	+0.213069 kW
30000000000	GLD/house6_l106_tm_mass_temperature	+69.7826 degF
30000000000	GLD/house6_l106_tm_air_temperature	+69.9121 degF
30000000000	GLD/house6_l106_tm_Qm	+983.18
30000000000	GLD/house6_l106_tm_Qa	+11706
30000000000	GLD/house6_l106_tm_Qi	+1966.36
30000000000	GLD/house6_l106_tm_hvac_load	+0.213069 kW
30000000000	GLD/house5_l106_tm_mass_temperature	+68.1028 degF
30000000000	GLD/house5_l106_tm_air_temperature	+68.2994 degF
30000000000	GLD/house5_l106_tm_Qm	+1458.82
30000000000	GLD/house5_l106_tm_Qa	+22181.6
30000000000	GLD/house5_l106_tm_Qi	+2917.64
30000000000	GLD/house5_l106_tm_hvac_load	+0.213069 kW
30000000000	GLD/house4_l106_tm_mass_temperature	+71.4818 degF
30000000000	GLD/house4_l106_tm_air_temperature	+71.6551 degF
30000000000	GLD/house4_l106_tm_Qm	+1198.36
30000000000	GLD/house4_l106_tm_Qa	+21921.2
30000000000	GLD/house4_l106_tm_Qi	+2396.72
30000000000	GLD/house4_l106_tm_hvac_load	+0.213069 kW
30000000000	GLD/house3_l106_tm_mass_temperature	+71.242 degF
30000000000	GLD/house3_l106_tm_air_temperature	+71.4219 degF
30000000000	GLD/house3_l106_tm_Qm	+975.785
30000000000	GLD/house3_l106_tm_Qa	+21698.6
30000000000	GLD/house3_l106_tm_Qi	+1951.57
30000000000	GLD/house3_l106_tm_hvac_load	+0.213069 kW
30000000000	GLD/house2_l106_tm_mass_temperature	+70.2021 degF
30000000000	GLD/house2_l106_tm_air_temperature	+70.3293 degF
30000000000	GLD/house2_l106_tm_hvac_load	+0.213069 kW
30000000000	GLD/house1_l106_tm_mass_temperature	+70.2417 degF
30000000000	GLD/house1_l106_tm_air_temperature	+70.4387 degF
30000000000	GLD/house1_l106_tm_Qm	+787.907
30000000000	GLD/house1_l106_tm_Qa	+21510.7
30000000000	GLD/house1_l106_tm_Qi	+1575.81
30000000000	GLD/house1_l106_tm_hvac_load	+0.213069 kW
30000000000	GLD/house0_l106_tm_mass_temperature	+70.3518 degF
30000000000	GLD/house0_l106_tm_air_temperature	+70.552 degF
30000000000	GLD/house0_l106_tm_Qm	+786.093
30000000000	GLD/house0_l106_tm_Qa	+21508.9
30000000000	GLD/house0_l106_tm_Qi	+1572.19
30000000000	GLD/house0_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house5_wh_l107_tm_temperature	+132.995 degF
31000000000	GLD/house4_wh_l107_tm_temperature	+139.794 degF
31000000000	GLD/house1_wh_l107_tm_temperature	+130.852 degF
31000000000	GLD/house11_wh_l106_tm_temperature	+137.589 degF
31000000000	GLD/house10_wh_l106_tm_temperature	+140.79 degF
31000000000	GLD/house9_wh_l106_tm_temperature	+135.996 degF
31000000000	GLD/house8_wh_l106_tm_temperature	+132.037 degF
31000000000	GLD/house7_wh_l106_tm_temperature	+140.193 degF
31000000000	GLD/house6_wh_l106_tm_temperature	+133.159 degF
31000000000	GLD/house5_wh_l106_tm_temperature	+131.846 degF
31000000000	GLD/house4_wh_l106_tm_temperature	+136.395 degF
31000000000	GLD/house3_wh_l106_tm_temperature	+140.596 degF
31000000000	GLD/house1_wh_l106_tm_temperature	+134.012 degF
31000000000	GLD/house0_wh_l106_tm_temperature	+141.893 degF
31000000000	GLD/meter_n150_measured_real_power	+2.13437e+06 W
31000000000	GLD/house13_l107_tm_mass_temperature	+70.8722 degF
31000000000	GLD/house13_l107_tm_air_temperature	+71.0737 degF
31000000000	GLD/house13_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house12_l107_tm_mass_temperature	+71.3224 degF
31000000000	GLD/house12_l107_tm_air_temperature	+71.5312 degF
31000000000	GLD/house12_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house11_l107_tm_mass_temperature	+69.7225 degF
31000000000	GLD/house11_l107_tm_air_temperature	+69.8854 degF
31000000000	GLD/house11_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house10_l107_tm_mass_temperature	+69.0523 degF
31000000000	GLD/house10_l107_tm_air_temperature	+69.1941 degF
31000000000	GLD/house10_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house9_l107_tm_mass_temperature	+68.1919 degF
31000000000	GLD/house9_l107_tm_air_temperature	+68.3955 degF
31000000000	GLD/house9_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house8_l107_tm_mass_temperature	+71.0921 degF
31000000000	GLD/house8_l107_tm_air_temperature	+71.2755 degF
31000000000	GLD/house8_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house7_l107_tm_mass_temperature	+71.5321 degF
31000000000	GLD/house7_l107_tm_air_temperature	+71.6893 degF
31000000000	GLD/house7_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house6_l107_tm_mass_temperature	+68.3949 degF
31000000000	GLD/house6_l107_tm_air_temperature	+68.5733 degF
31000000000	GLD/house6_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house5_l107_tm_mass_temperature	+68.8023 degF
31000000000	GLD/house5_l107_tm_air_temperature	+69.033 degF
31000000000	GLD/house5_l107_tm_Qm	+807.89
31000000000	GLD/house5_l107_tm_Qa	+21530.7
31000000000	GLD/house5_l107_tm_Qi	+1615.78
31000000000	GLD/house5_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house4_l107_tm_mass_temperature	+68.102 degF
31000000000	GLD/house4_l107_tm_air_temperature	+68.3269 degF
31000000000	GLD/house4_l107_tm_Qm	+1163.69
31000000000	GLD/house4_l107_tm_Qa	+21886.5
31000000000	GLD/house4_l107_tm_Qi	+2327.37
31000000000	GLD/house4_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house2_l107_tm_mass_temperature	+70.9725 degF
31000000000	GLD/house2_l107_tm_air_temperature	+71.1978 degF
31000000000	GLD/house2_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house1_l107_tm_mass_temperature	+70.6526 degF
31000000000	GLD/house1_l107_tm_air_temperature	+70.8922 degF
31000000000	GLD/house1_l107_tm_Qm	+949.103
31000000000	GLD/house1_l107_tm_Qa	+21671.9
31000000000	GLD/house1_l107_tm_Qi	+1898.21
31000000000	GLD/house1_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house0_l107_tm_mass_temperature	+71.3026 degF
31000000000	GLD/house0_l107_tm_air_temperature	+71.455 degF
31000000000	GLD/house0_l107_tm_hvac_load	+0.213515 kW
31000000000	GLD/house14_l106_tm_mass_temperature	+69.5523 degF
31000000000	GLD/house14_l106_tm_air_temperature	+69.8078 degF
31000000000	GLD/house14_l106_tm_Qa	+22165.7
31000000000	GLD/house14_l106_tm_hvac_load	+6.10854 kW
31000000000	GLD/house13_l106_tm_mass_temperature	+68.2727 degF
31000000000	GLD/house13_l106_tm_air_temperature	+68.5313 degF
31000000000	GLD/house13_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house12_l106_tm_mass_temperature	+70.3534 degF
31000000000	GLD/house12_l106_tm_air_temperature	+70.5451 degF
31000000000	GLD/house12_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house11_l106_tm_mass_temperature	+69.1126 degF
31000000000	GLD/house11_l106_tm_air_temperature	+69.2691 degF
31000000000	GLD/house11_l106_tm_Qm	+1136.22
31000000000	GLD/house11_l106_tm_Qa	+11859
31000000000	GLD/house11_l106_tm_Qi	+2272.44
31000000000	GLD/house11_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house10_l106_tm_mass_temperature	+71.0727 degF
31000000000	GLD/house10_l106_tm_air_temperature	+71.2868 degF
31000000000	GLD/house10_l106_tm_Qm	+917.225
31000000000	GLD/house10_l106_tm_Qa	+21640
31000000000	GLD/house10_l106_tm_Qi	+1834.45
31000000000	GLD/house10_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house9_l106_tm_mass_temperature	+69.4826 degF
31000000000	GLD/house9_l106_tm_air_temperature	+69.7133 degF
31000000000	GLD/house9_l106_tm_Qm	+1250.11
31000000000	GLD/house9_l106_tm_Qa	+21972.9
31000000000	GLD/house9_l106_tm_Qi	+2500.23
31000000000	GLD/house9_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house8_l106_tm_mass_temperature	+71.0828 degF
31000000000	GLD/house8_l106_tm_air_temperature	+71.2426 degF
31000000000	GLD/house8_l106_tm_Qm	+785.154
31000000000	GLD/house8_l106_tm_Qa	+11508
31000000000	GLD/house8_l106_tm_Qi	+1570.31
31000000000	GLD/house8_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house7_l106_tm_mass_temperature	+70.7631 degF
31000000000	GLD/house7_l106_tm_air_temperature	+70.9163 degF
31000000000	GLD/house7_l106_tm_Qm	+1042.11
31000000000	GLD/house7_l106_tm_Qa	+11764.9
31000000000	GLD/house7_l106_tm_Qi	+2084.22
31000000000	GLD/house7_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house6_l106_tm_mass_temperature	+69.7827 degF
31000000000	GLD/house6_l106_tm_air_temperature	+69.9166 degF
31000000000	GLD/house6_l106_tm_Qm	+983.206
31000000000	GLD/house6_l106_tm_Qa	+11706
31000000000	GLD/house6_l106_tm_Qi	+1966.41
31000000000	GLD/house6_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house5_l106_tm_mass_temperature	+68.103 degF
31000000000	GLD/house5_l106_tm_air_temperature	+68.3061 degF
31000000000	GLD/house5_l106_tm_Qm	+1458.83
31000000000	GLD/house5_l106_tm_Qa	+22181.7
31000000000	GLD/house5_l106_tm_Qi	+2917.67
31000000000	GLD/house5_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house4_l106_tm_mass_temperature	+71.4818 degF
31000000000	GLD/house4_l106_tm_air_temperature	+71.6613 degF
31000000000	GLD/house4_l106_tm_Qm	+1198.35
31000000000	GLD/house4_l106_tm_Qa	+21921.2
31000000000	GLD/house4_l106_tm_Qi	+2396.71
31000000000	GLD/house4_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house3_l106_tm_mass_temperature	+71.2421 degF
31000000000	GLD/house3_l106_tm_air_temperature	+71.4291 degF
31000000000	GLD/house3_l106_tm_Qm	+975.774
31000000000	GLD/house3_l106_tm_Qa	+21698.6
31000000000	GLD/house3_l106_tm_Qi	+1951.55
31000000000	GLD/house3_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house2_l106_tm_mass_temperature	+70.2022 degF
31000000000	GLD/house2_l106_tm_air_temperature	+70.3338 degF
31000000000	GLD/house2_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house1_l106_tm_mass_temperature	+70.2418 degF
31000000000	GLD/house1_l106_tm_air_temperature	+70.446 degF
31000000000	GLD/house1_l106_tm_Qm	+787.925
31000000000	GLD/house1_l106_tm_Qa	+21510.7
31000000000	GLD/house1_l106_tm_Qi	+1575.85
31000000000	GLD/house1_l106_tm_hvac_load	+0.213069 kW
31000000000	GLD/house0_l106_tm_mass_temperature	+70.3519 degF
31000000000	GLD/house0_l106_tm_air_temperature	+70.559 degF
31000000000	GLD/house0_l106_tm_Qm	+786.083
31000000000	GLD/house0_l106_tm_Qa	+21508.9
31000000000	GLD/house0_l106_tm_Qi	+1572.17
31000000000	GLD/house0_l106_tm_hvac_load	+0.213069 kW
31000000000	simDERADC/house0_l106_tm_heating_setpoint	72.8
31000000000	simDERADC/house0_l106_tm_cooling_setpoint	78.75
31000000000	simDERADC/house1_l106_tm_heating_setpoint	73.5
31000000000	simDERADC/house1_l106_tm_cooling_setpoint	76.5
31000000000	simDERADC/house2_l106_tm_heating_setpoint	72.8
31000000000	simDERADC/house2_l106_tm_cooling_setpoint	77.25
31000000000	simDERADC/house3_l106_tm_heating_setpoint	72.10000000000001
31000000000	simDERADC/house3_l106_tm_cooling_setpoint	77.25
31000000000	simDERADC/house4_l106_tm_heating_setpoint	72.10000000000001
31000000000	simDERADC/house4_l106_tm_cooling_setpoint	78.0
31000000000	simDERADC/house5_l106_tm_heating_setpoint	72.8
31000000000	simDERADC/house5_l106_tm_cooling_setpoint	76.5
31000000000	simDERADC/house6_l106_tm_heating_setpoint	70.7
31000000000	simDERADC/house6_l106_tm_cooling_setpoint	78.75
31000000000	simDERADC/house7_l106_tm_heating_setpoint	71.4
31000000000	simDERADC/house7_l106_tm_cooling_setpoint	78.0
31000000000	simDERADC/house8_l106_tm_heating_setpoint	70.7
31000000000	simDERADC/house8_l106_tm_cooling_setpoint	75.75
31000000000	simDERADC/house9_l106_tm_heating_setpoint	73.5
31000000000	simDERADC/house9_l106_tm_cooling_setpoint	78.75
31000000000	simDERADC/house10_l106_tm_heating_setpoint	73.5
31000000000	simDERADC/house10_l106_tm_cooling_setpoint	78.75
31000000000	simDERADC/house11_l106_tm_heating_setpoint	70.7
31000000000	simDERADC/house11_l106_tm_cooling_setpoint	77.25
31000000000	simDERADC/house12_l106_tm_heating_setpoint	73.5
31000000000	simDERADC/house12_l106_tm_cooling_setpoint	77.25
31000000000	simDERADC/house13_l106_tm_heating_setpoint	73.5
31000000000	simDERADC/house13_l106_tm_cooling_setpoint	75.75
31000000000	simDERADC/house14_l106_tm_heating_setpoint	73.5
31000000000	simDERADC/house14_l106_tm_cooling_setpoint	78.75
31000000000	simDERADC/house0_l107_tm_heating_setpoint	72.10000000000001
31000000000	simDERADC/house0_l107_tm_cooling_setpoint	77.25
31000000000	simDERADC/house1_l107_tm_heating_setpoint	71.4
31000000000	simDERADC/house1_l107_tm_cooling_setpoint	78.0
31000000000	simDERADC/house2_l107_tm_heating_setpoint	70.7
31000000000	simDERADC/house2_l107_tm_cooling_setpoint	76.5
31000000000	simDERADC/house4_l107_tm_heating_setpoint	73.5
31000000000	simDERADC/house4_l107_tm_cooling_setpoint	77.25
31000000000	simDERADC/house5_l107_tm_heating_setpoint	72.10000000000001
31000000000	simDERADC/house5_l107_tm_cooling_setpoint	77.25
31000000000	simDERADC/house6_l107_tm_heating_setpoint	71.4
31000000000	simDERADC/house6_l107_tm_cooling_setpoint	78.75
31000000000	simDERADC/house7_l107_tm_heating_setpoint	73.5
31000000000	simDERADC/house7_l107_tm_cooling_setpoint	77.25
31000000000	simDERADC/house8_l107_tm_heating_setpoint	73.5
31000000000	simDERADC/house8_l107_tm_cooling_setpoint	77.25
31000000000	simDERADC/house9_l107_tm_heating_setpoint	72.10000000000001
31000000000	simDERADC/house9_l107_tm_cooling_setpoint	76.5
31000000000	simDERADC/house10_l107_tm_heating_setpoint	70.7
31000000000	simDERADC/house10_l107_tm_cooling_setpoint	78.75
31000000000	simDERADC/house11_l107_tm_heating_setpoint	72.8
31000000000	simDERADC/house11_l107_tm_cooling_setpoint	77.25
31000000000	simDERADC/house12_l107_tm_heating_setpoint	73.5
31000000000	simDERADC/house12_l107_tm_cooling_setpoint	77.25
31000000000	simDERADC/house13_l107_tm_heating_setpoint	72.10000000000001
31000000000	simDERADC/house13_l107_tm_cooling_setpoint	76.5
31000000000	simDERADC/PVinv_house8_l106_tm_P_Out	0.0
31000000000	simDERADC/PVinv_house8_l106_tm_Q_Out	0.0
31000000000	simDERADC/PVinv_house4_l107_tm_P_Out	0.0
31000000000	simDERADC/PVinv_house4_l107_tm_Q_Out	0.0
31000000000	simDERADC/PVinv_house12_l107_tm_P_Out	0.0
31000000000	simDERADC/PVinv_house12_l107_tm_Q_Out	0.0
31000000000	simDERADC/house0_wh_l106_tm_tank_setpoint	133.9
31000000000	simDERADC/house1_wh_l106_tm_tank_setpoint	135.20000000000002
31000000000	simDERADC/house3_wh_l106_tm_tank_setpoint	133.9
31000000000	simDERADC/house4_wh_l106_tm_tank_setpoint	131.3
31000000000	simDERADC/house5_wh_l106_tm_tank_setpoint	131.3
31000000000	simDERADC/house6_wh_l106_tm_tank_setpoint	131.3
31000000000	simDERADC/house7_wh_l106_tm_tank_setpoint	133.9
31000000000	simDERADC/house8_wh_l106_tm_tank_setpoint	133.9
31000000000	simDERADC/house9_wh_l106_tm_tank_setpoint	131.3
31000000000	simDERADC/house10_wh_l106_tm_tank_setpoint	135.20000000000002
31000000000	simDERADC/house11_wh_l106_tm_tank_setpoint	131.3
31000000000	simDERADC/house1_wh_l107_tm_tank_setpoint	131.3
31000000000	simDERADC/house4_wh_l107_tm_tank_setpoint	136.5
31000000000	simDERADC/house5_wh_l107_tm_tank_setpoint	136.5
31000000000	simDERADC/Binv_house0_l106_tm_P_Out	0.0
31000000000	simDERADC/Binv_house0_l106_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house1_l106_tm_P_Out	0.0
31000000000	simDERADC/Binv_house1_l106_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house4_l106_tm_P_Out	0.0
31000000000	simDERADC/Binv_house4_l106_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house5_l106_tm_P_Out	0.0
31000000000	simDERADC/Binv_house5_l106_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house6_l106_tm_P_Out	0.0
31000000000	simDERADC/Binv_house6_l106_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house7_l106_tm_P_Out	0.0
31000000000	simDERADC/Binv_house7_l106_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house8_l106_tm_P_Out	0.0
31000000000	simDERADC/Binv_house8_l106_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house9_l106_tm_P_Out	0.0
31000000000	simDERADC/Binv_house9_l106_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house11_l106_tm_P_Out	0.0
31000000000	simDERADC/Binv_house11_l106_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house12_l106_tm_P_Out	0.0
31000000000	simDERADC/Binv_house12_l106_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house13_l106_tm_P_Out	0.0
31000000000	simDERADC/Binv_house13_l106_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house14_l106_tm_P_Out	0.0
31000000000	simDERADC/Binv_house14_l106_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house1_l107_tm_P_Out	0.0
31000000000	simDERADC/Binv_house1_l107_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house2_l107_tm_P_Out	0.0
31000000000	simDERADC/Binv_house2_l107_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house3_l107_tm_P_Out	0.0
31000000000	simDERADC/Binv_house3_l107_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house4_l107_tm_P_Out	0.0
31000000000	simDERADC/Binv_house4_l107_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house6_l107_tm_P_Out	0.0
31000000000	simDERADC/Binv_house6_l107_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house7_l107_tm_P_Out	0.0
31000000000	simDERADC/Binv_house7_l107_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house10_l107_tm_P_Out	0.0
31000000000	simDERADC/Binv_house10_l107_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house11_l107_tm_P_Out	0.0
31000000000	simDERADC/Binv_house11_l107_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house12_l107_tm_P_Out	0.0
31000000000	simDERADC/Binv_house12_l107_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house13_l107_tm_P_Out	0.0
31000000000	simDERADC/Binv_house13_l107_tm_Q_Out	0.0
31000000000	simDERADC/Binv_house14_l107_tm_P_Out	0.0
31000000000	simDERADC/Binv_house14_l107_tm_Q_Out	0.0
32000000000	GLD/house5_wh_l107_tm_temperature	+132.995 degF
32000000000	GLD/house4_wh_l107_tm_temperature	+139.794 degF
32000000000	GLD/house1_wh_l107_tm_temperature	+130.863 degF
32000000000	GLD/house11_wh_l106_tm_temperature	+137.588 degF
32000000000	GLD/house10_wh_l106_tm_temperature	+140.789 degF
32000000000	GLD/house9_wh_l106_tm_temperature	+135.996 degF
32000000000	GLD/house8_wh_l106_tm_temperature	+132.05 degF
32000000000	GLD/house7_wh_l106_tm_temperature	+140.193 degF
32000000000	GLD/house6_wh_l106_tm_temperature	+133.185 degF
32000000000	GLD/house5_wh_l106_tm_temperature	+131.86 degF
32000000000	GLD/house4_wh_l106_tm_temperature	+136.395 degF
32000000000	GLD/house3_wh_l106_tm_temperature	+140.595 degF
32000000000	GLD/house1_wh_l106_tm_temperature	+134.038 degF
32000000000	GLD/house0_wh_l106_tm_temperature	+141.893 degF
32000000000	GLD/meter_n150_measured_real_power	+2.13437e+06 W
32000000000	GLD/house13_l107_tm_mass_temperature	+70.8723 degF
32000000000	GLD/house13_l107_tm_air_temperature	+71.081 degF
32000000000	GLD/house13_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house12_l107_tm_mass_temperature	+71.3225 degF
32000000000	GLD/house12_l107_tm_air_temperature	+71.5383 degF
32000000000	GLD/house12_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house11_l107_tm_mass_temperature	+69.7226 degF
32000000000	GLD/house11_l107_tm_air_temperature	+69.8909 degF
32000000000	GLD/house11_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house10_l107_tm_mass_temperature	+69.0524 degF
32000000000	GLD/house10_l107_tm_air_temperature	+69.1988 degF
32000000000	GLD/house10_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house9_l107_tm_mass_temperature	+68.192 degF
32000000000	GLD/house9_l107_tm_air_temperature	+68.4021 degF
32000000000	GLD/house9_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house8_l107_tm_mass_temperature	+71.0922 degF
32000000000	GLD/house8_l107_tm_air_temperature	+71.282 degF
32000000000	GLD/house8_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house7_l107_tm_mass_temperature	+71.5322 degF
32000000000	GLD/house7_l107_tm_air_temperature	+71.6947 degF
32000000000	GLD/house7_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house6_l107_tm_mass_temperature	+68.3951 degF
32000000000	GLD/house6_l107_tm_air_temperature	+68.5791 degF
32000000000	GLD/house6_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house5_l107_tm_mass_temperature	+68.8024 degF
32000000000	GLD/house5_l107_tm_air_temperature	+69.0405 degF
32000000000	GLD/house5_l107_tm_Qm	+807.882
32000000000	GLD/house5_l107_tm_Qa	+21530.7
32000000000	GLD/house5_l107_tm_Qi	+1615.76
32000000000	GLD/house5_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house4_l107_tm_mass_temperature	+68.1021 degF
32000000000	GLD/house4_l107_tm_air_temperature	+68.3341 degF
32000000000	GLD/house4_l107_tm_Qm	+1163.67
32000000000	GLD/house4_l107_tm_Qa	+21886.5
32000000000	GLD/house4_l107_tm_Qi	+2327.35
32000000000	GLD/house4_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house2_l107_tm_mass_temperature	+70.9726 degF
32000000000	GLD/house2_l107_tm_air_temperature	+71.2065 degF
32000000000	GLD/house2_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house1_l107_tm_mass_temperature	+70.6528 degF
32000000000	GLD/house1_l107_tm_air_temperature	+70.9008 degF
32000000000	GLD/house1_l107_tm_Qm	+949.105
32000000000	GLD/house1_l107_tm_Qa	+21671.9
32000000000	GLD/house1_l107_tm_Qi	+1898.21
32000000000	GLD/house1_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house0_l107_tm_mass_temperature	+71.3027 degF
32000000000	GLD/house0_l107_tm_air_temperature	+71.4602 degF
32000000000	GLD/house0_l107_tm_hvac_load	+0.213515 kW
32000000000	GLD/house14_l106_tm_mass_temperature	+69.5524 degF
32000000000	GLD/house14_l106_tm_air_temperature	+69.8165 degF
32000000000	GLD/house14_l106_tm_Qa	+22165.7
32000000000	GLD/house14_l106_tm_hvac_load	+6.10854 kW
32000000000	GLD/house13_l106_tm_mass_temperature	+68.2728 degF
32000000000	GLD/house13_l106_tm_air_temperature	+68.5396 degF
32000000000	GLD/house13_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house12_l106_tm_mass_temperature	+70.3536 degF
32000000000	GLD/house12_l106_tm_air_temperature	+70.5517 degF
32000000000	GLD/house12_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house11_l106_tm_mass_temperature	+69.1127 degF
32000000000	GLD/house11_l106_tm_air_temperature	+69.2744 degF
32000000000	GLD/house11_l106_tm_Qm	+1136.21
32000000000	GLD/house11_l106_tm_Qa	+11859
32000000000	GLD/house11_l106_tm_Qi	+2272.42
32000000000	GLD/house11_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house10_l106_tm_mass_temperature	+71.0728 degF
32000000000	GLD/house10_l106_tm_air_temperature	+71.2941 degF
32000000000	GLD/house10_l106_tm_Qm	+917.213
32000000000	GLD/house10_l106_tm_Qa	+21640
32000000000	GLD/house10_l106_tm_Qi	+1834.43
32000000000	GLD/house10_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house9_l106_tm_mass_temperature	+69.4827 degF
32000000000	GLD/house9_l106_tm_air_temperature	+69.7211 degF
32000000000	GLD/house9_l106_tm_Qm	+1250.1
32000000000	GLD/house9_l106_tm_Qa	+21972.9
32000000000	GLD/house9_l106_tm_Qi	+2500.2
32000000000	GLD/house9_l106_tm_hvac_load	+0.213069 kW
32000000000	GLD/house8_l106_tm_mass_temperature	+71.0829 degF
32000000000	simDERADC/house0_l106_tm_heating_setpoint	73.5
32000000000	simDERADC/house0_l106_tm_cooling_setpoint	78.75
32000000000	simDERADC/house1_l106_tm_heating_setpoint	72.8
32000000000	simDERADC/house1_l106_tm_cooling_setpoint	78.75
32000000000	simDERADC/house2_l106_tm_heating_setpoint	70.7
32000000000	simDERADC/house2_l106_tm_cooling_setpoint	77.25
32000000000	simDERADC/house3_l106_tm_heating_setpoint	72.8
32000000000	simDERADC/house3_l106_tm_cooling_setpoint	78.75
32000000000	simDERADC/house4_l106_tm_heating_setpoint	72.8
32000000000	simDERADC/house4_l106_tm_cooling_setpoint	76.5
32000000000	simDERADC/house5_l106_tm_heating_setpoint	72.8
32000000000	simDERADC/house5_l106_tm_cooling_setpoint	78.75
32000000000	simDERADC/house6_l106_tm_heating_setpoint	72.8
32000000000	simDERADC/house6_l106_tm_cooling_setpoint	75.75
32000000000	simDERADC/house7_l106_tm_heating_setpoint	73.5
32000000000	simDERADC/house7_l106_tm_cooling_setpoint	75.75
32000000000	simDERADC/house8_l106_tm_heating_setpoint	72.10000000000001
32000000000	simDERADC/house8_l106_tm_cooling_setpoint	75.75
32000000000	simDERADC/house9_l106_tm_heating_setpoint	71.4
32000000000	simDERADC/house9_l106_tm_cooling_setpoint	78.75
32000000000	simDERADC/house10_l106_tm_heating_setpoint	71.4
32000000000	simDERADC/house10_l106_tm_cooling_setpoint	78.75
32000000000	simDERADC/house11_l106_tm_heating_setpoint	72.8
32000000000	simDERADC/house11_l106_tm_cooling_setpoint	76.5
32000000000	simDERADC/house12_l106_tm_heating_setpoint	71.4
32000000000	simDERADC/house12_l106_tm_cooling_setpoint	76.5
32000000000	simDERADC/house13_l106_tm_heating_setpoint	72.8
32000000000	simDERADC/house13_l106_tm_cooling_setpoint	75.75
32000000000	simDERADC/house14_l106_tm_heating_setpoint	72.8
32000000000	simDERADC/house14_l106_tm_cooling_setpoint	78.0
32000000000	simDERADC/house0_l107_tm_heating_setpoint	72.8
32000000000	simDERADC/house0_l107_tm_cooling_setpoint	78.75
32000000000	simDERADC/house1_l107_tm_heating_setpoint	71.4
